Date,Gini index of income inequality,10th percentile limit,20th percentile limit,30th percentile limit,40th percentile limit,50th (median),60th percentile limit,70th percentile limit,80th percentile limit,90th percentile limit,95th percentile limit,90th/10th,80th/20th,Per capita GDP,Life expectancy,unemployment rate %,Anchored SPM Poverty Rate (2012) with Taxes and Transfers,Historical SPM Poverty Rate with taxes and transfers,abs_mob_pos_par_p10,abs_mob_pos_par_p50,abs_mob_pos_par_p90
3/1/1984,,,,,,,,,,,,,,23729,,7.8,,,,,
4/1/1984,,,,,,,,,,,,,,23876,,7.7,,,,,
5/1/1984,,,,,,,,,,,,,,23897,,7.4,,,,,
6/1/1984,,,,,,,,,,,,,,24038,,7.2,,,,,
7/1/1984,,,,,,,,,,,,,,24049,,7.5,,,,,
8/1/1984,,,,,,,,,,,,,,24192,,7.5,,,,,
9/1/1984,,,,,,,,,,,,,,24342,,7.3,,,,,
10/1/1984,,,,,,,,,,,,,,24230,,7.4,,,,,
11/1/1984,,,,,,,,,,,,,,24317,,7.2,,,,,
12/1/1984,,,,,,,,,,,,,,24450,,7.3,,,,,
1/1/1985,0.419,13399,22588,41304,42499,53664,65836,90269,99017,129873,163606,9.69,4.38,24427,74.56341463,7.3,0.20118331,0.1572012,,,
2/1/1985,,,,,,,,,,,,,,24187,,7.2,,,,,
3/1/1985,,,,,,,,,,,,,,24060,,7.2,,,,,
4/1/1985,,,,,,,,,,,,,,24441,,7.3,,,,,
5/1/1985,,,,,,,,,,,,,,25018,,7.2,,,,,
6/1/1985,,,,,,,,,,,,,,24472,,7.4,,,,,
7/1/1985,,,,,,,,,,,,,,24503,,7.4,,,,,
8/1/1985,,,,,,,,,,,,,,24463,,7.1,,,,,
9/1/1985,,,,,,,,,,,,,,24545,,7.1,,,,,
10/1/1985,,,,,,,,,,,,,,24646,,7.1,,,,,
11/1/1985,,,,,,,,,,,,,,24664,,7,,,,,
12/1/1985,,,,,,,,,,,,,,24793,,7,,,,,
1/1/1986,0.425,13358,22883,42844,43769,55597,67929,93343,102682,134767,172185,10.09,4.49,24821,74.61463415,6.7,0.19428163,0.15196371,,,
2/1/1986,,,,,,,,,,,,,,24934,,7.2,,,,,
3/1/1986,,,,,,,,,,,,,,25173,,7.2,,,,,
4/1/1986,,,,,,,,,,,,,,25251,,7.1,,,,,
5/1/1986,,,,,,,,,,,,,,25257,,7.2,,,,,
6/1/1986,,,,,,,,,,,,,,25219,,7.2,,,,,
7/1/1986,,,,,,,,,,,,,,25330,,7,,,,,
8/1/1986,,,,,,,,,,,,,,25346,,6.9,,,,,
9/1/1986,,,,,,,,,,,,,,25347,,7,,,,,
10/1/1986,,,,,,,,,,,,,,25311,,7,,,,,
11/1/1986,,,,,,,,,,,,,,25309,,6.9,,,,,
12/1/1986,,,,,,,,,,,,,,25336,,6.6,,,,,
1/1/1987,0.426,13465,23315,33537,44256,56261,69083,84302,104408,137742,174710,10.23,4.48,25418,74.76585366,6.6,0.18240147,0.14481803,,,
2/1/1987,,,,,,,,,,,,,,25537,,6.6,,,,,
3/1/1987,,,,,,,,,,,,,,25552,,6.6,,,,,
4/1/1987,,,,,,,,,,,,,,24575,,6.3,,,,,
5/1/1987,,,,,,,,,,,,,,25553,,6.3,,,,,
6/1/1987,,,,,,,,,,,,,,25499,,6.2,,,,,
7/1/1987,,,,,,,,,,,,,,25549,,6.1,,,,,
8/1/1987,,,,,,,,,,,,,,25634,,6,,,,,
9/1/1987,,,,,,,,,,,,,,25612,,5.9,,,,,
10/1/1987,,,,,,,,,,,,,,25754,,6,,,,,
11/1/1987,,,,,,,,,,,,,,25835,,5.8,,,,,
12/1/1987,,,,,,,,,,,,,,26048,,5.7,,,,,
1/1/1988,0.426,13677,23715,33754,44797,56725,69812,84839,105414,139599,178436,10.21,4.45,26086,74.76585366,5.7,0.18171938,0.14805793,,,
2/1/1988,,,,,,,,,,,,,,26222,,5.7,,,,,
3/1/1988,,,,,,,,,,,,,,26312,,5.7,,,,,
4/1/1988,,,,,,,,,,,,,,26385,,5.4,,,,,
5/1/1988,,,,,,,,,,,,,,26402,,5.6,,,,,
6/1/1988,,,,,,,,,,,,,,26478,,5.4,,,,,
7/1/1988,,,,,,,,,,,,,,26565,,5.4,,,,,
8/1/1988,,,,,,,,,,,,,,26615,,5.6,,,,,
9/1/1988,,,,,,,,,,,,,,26642,,5.4,,,,,
10/1/1988,,,,,,,,,,,,,,26761,,5.4,,,,,
11/1/1988,,,,,,,,,,,,,,26750,,5.3,,,,,
12/1/1988,,,,,,,,,,,,,,26864,,5.3,,,,,
1/1/1989,0.431,14373,24147,34566,45915,57705,70569,86359,107221,143641,183159,9.99,4.44,26961,75.01707317,5.4,0.17826261,0.14298824,,,
2/1/1989,,,,,,,,,,,,,,27024,,5.2,,,,,
3/1/1989,,,,,,,,,,,,,,27141,,5,,,,,
4/1/1989,,,,,,,,,,,,,,26981,,5.2,,,,,
5/1/1989,,,,,,,,,,,,,,26836,,5.2,,,,,
6/1/1989,,,,,,,,,,,,,,26889,,5.3,,,,,
7/1/1989,,,,,,,,,,,,,,26958,,5.2,,,,,
8/1/1989,,,,,,,,,,,,,,27003,,5.2,,,,,
9/1/1989,,,,,,,,,,,,,,27057,,5.3,,,,,
10/1/1989,,,,,,,,,,,,,,27165,,5.3,,,,,
11/1/1989,,,,,,,,,,,,,,27169,,5.4,,,,,
12/1/1989,,,,,,,,,,,,,,27148,,5.4,,,,,
1/1/1990,0.428,13926,23781,34245,45016,56966,68870,84820,105026,140973,180256,10.12,4.42,27288,75.21463415,5.4,0.18352387,0.14842334,,,
2/1/1990,,,,,,,,,,,,,,27326,,5.3,,,,,
3/1/1990,,,,,,,,,,,,,,27308,,5.2,,,,,
4/1/1990,,,,,,,,,,,,,,27451,,5.4,,,,,
5/1/1990,,,,,,,,,,,,,,27389,,5.4,,,,,
6/1/1990,,,,,,,,,,,,,,27397,,5.2,,,,,
7/1/1990,,,,,,,,,,,,,,27459,,5.5,,,,,
8/1/1990,,,,,,,,,,,,,,27253,,5.7,,,,,
9/1/1990,,,,,,,,,,,,,,27206,,5.9,,,,,
10/1/1990,,,,,,,,,,,,,,26951,,5.9,,,,,
11/1/1990,,,,,,,,,,,,,,26927,,6.2,,,,,
12/1/1990,,,,,,,,,,,,,,27053,,6.3,,,,,
1/1/1991,0.428,13624,23113,33193,44057,55302,68049,83359,104192,139298,176961,10.22,4.51,26949,75.36585366,6.4,0.18747986,0.15236264,,,
2/1/1991,,,,,,,,,,,,,,26960,,6.6,,,,,
3/1/1991,,,,,,,,,,,,,,26976,,6.8,,,,,
4/1/1991,,,,,,,,,,,,,,27053,,6.7,,,,,
5/1/1991,,,,,,,,,,,,,,27028,,6.9,,,,,
6/1/1991,,,,,,,,,,,,,,27137,,6.9,,,,,
7/1/1991,,,,,,,,,,,,,,27052,,6.8,,,,,
8/1/1991,,,,,,,,,,,,,,27082,,6.9,,,,,
9/1/1991,,,,,,,,,,,,,,27124,,6.9,,,,,
10/1/1991,,,,,,,,,,,,,,27134,,7,,,,,
11/1/1991,,,,,,,,,,,,,,27149,,7,,,,,
12/1/1991,,,,,,,,,,,,,,27371,,7.3,,,,,
1/1/1992,0.433,13434,22569,32330,43238,54874,67885,83530,103899,138904,177360,10.34,4.6,27617,75.61707317,7.3,0.19077533,0.15785375,,,
2/1/1992,,,,,,,,,,,,,,27718,,7.4,,,,,
3/1/1992,,,,,,,,,,,,,,27718,,7.4,,,,,
4/1/1992,,,,,,,,,,,,,,27770,,7.4,,,,,
5/1/1992,,,,,,,,,,,,,,27871,,7.6,,,,,
6/1/1992,,,,,,,,,,,,,,27957,,7.8,,,,,
7/1/1992,,,,,,,,,,,,,,27904,,7.7,,,,,
8/1/1992,,,,,,,,,,,,,,27968,,7.6,,,,,
9/1/1992,,,,,,,,,,,,,,27805,,7.6,,,,,
10/1/1992,,,,,,,,,,,,,,27595,,7.3,,,,,
11/1/1992,,,,,,,,,,,,,,27608,,7.4,,,,,
12/1/1992,,,,,,,,,,,,,,28562,,7.4,,,,,
1/1/1993,0.454,13428,22655,32491,43117,54581,67775,84301,105350,142810,182815,10.64,4.65,27912,75.4195122,7.3,0.20163696,0.16789012,,,
2/1/1993,,,,,,,,,,,,,,28018,,7.1,,,,,
3/1/1993,,,,,,,,,,,,,,27904,,7,,,,,
4/1/1993,,,,,,,,,,,,,,28021,,7.1,,,,,
5/1/1993,,,,,,,,,,,,,,27951,,7.1,,,,,
6/1/1993,,,,,,,,,,,,,,27868,,7,,,,,
7/1/1993,,,,,,,,,,,,,,27906,,6.9,,,,,
8/1/1993,,,,,,,,,,,,,,27914,,6.8,,,,,
9/1/1993,,,,,,,,,,,,,,27806,,6.7,,,,,
10/1/1993,,,,,,,,,,,,,,27641,,6.8,,,,,
11/1/1993,,,,,,,,,,,,,,27690,,6.6,,,,,
12/1/1993,,,,,,,,,,,,,,28607,,6.5,,,,,
1/1/1994,0.456,13739,22977,32733,43126,55215,68626,85602,107544,145266,187944,10.57,4.68,28047,75.6195122,6.6,0.18705921,0.15679253,,,
2/1/1994,,,,,,,,,,,,,,28077,,6.6,,,,,
3/1/1994,,,,,,,,,,,,,,28143,,6.5,,,,,
4/1/1994,,,,,,,,,,,,,,28116,,6.4,,,,,
5/1/1994,,,,,,,,,,,,,,28412,,6.1,,,,,
6/1/1994,,,,,,,,,,,,,,28337,,6.1,,,,,
7/1/1994,,,,,,,,,,,,,,28330,,6.1,,,,,
8/1/1994,,,,,,,,,,,,,,28332,,6,,,,,
9/1/1994,,,,,,,,,,,,,,28424,,5.9,,,,,
10/1/1994,,,,,,,,,,,,,,28665,,5.8,,,,,
11/1/1994,,,,,,,,,,,,,,28637,,5.6,,,,,
12/1/1994,,,,,,,,,,,,,,28741,,5.5,,,,,
1/1/1995,0.45,14499,24064,33656,44976,56945,70190,86672,108829,146554,188835,10.11,4.52,28809,75.62195122,5.6,0.17219429,0.14210666,,,
2/1/1995,,,,,,,,,,,,,,28842,,5.4,,,,,
3/1/1995,,,,,,,,,,,,,,28896,,5.4,,,,,
4/1/1995,,,,,,,,,,,,,,28655,,5.8,,,,,
5/1/1995,,,,,,,,,,,,,,28917,,5.6,,,,,
6/1/1995,,,,,,,,,,,,,,28974,,5.6,,,,,
7/1/1995,,,,,,,,,,,,,,29008,,5.7,,,,,
8/1/1995,,,,,,,,,,,,,,28995,,5.7,,,,,
9/1/1995,,,,,,,,,,,,,,29056,,5.6,,,,,
10/1/1995,,,,,,,,,,,,,,29059,,5.5,,,,,
11/1/1995,,,,,,,,,,,,,,29112,,5.6,,,,,
12/1/1995,,,,,,,,,,,,,,29128,,5.6,,,,,
1/1/1996,0.455,14503,24039,34183,45187,57772,71631,88680,110712,149835,194582,10.33,4.61,29145,76.02682927,5.6,0.17059619,0.14143855,,,
2/1/1996,,,,,,,,,,,,,,29347,,5.5,,,,,
3/1/1996,,,,,,,,,,,,,,29415,,5.5,,,,,
4/1/1996,,,,,,,,,,,,,,29210,,5.6,,,,,
5/1/1996,,,,,,,,,,,,,,29551,,5.6,,,,,
6/1/1996,,,,,,,,,,,,,,29699,,5.3,,,,,
7/1/1996,,,,,,,,,,,,,,29589,,5.5,,,,,
8/1/1996,,,,,,,,,,,,,,29631,,5.1,,,,,
9/1/1996,,,,,,,,,,,,,,29668,,5.2,,,,,
10/1/1996,,,,,,,,,,,,,,29633,,5.2,,,,,
11/1/1996,,,,,,,,,,,,,,29684,,5.4,,,,,
12/1/1996,,,,,,,,,,,,,,29759,,5.4,,,,,
1/1/1997,0.459,14682,24537,35053,46525,58961,73292,90706,113922,155606,201634,10.6,4.64,29819,76.42926829,5.3,0.16397406,0.13583836,,,
2/1/1997,,,,,,,,,,,,,,29877,,5.2,,,,,
3/1/1997,,,,,,,,,,,,,,29991,,5.2,,,,,
4/1/1997,,,,,,,,,,,,,,29985,,5.1,,,,,
5/1/1997,,,,,,,,,,,,,,30087,,4.9,,,,,
6/1/1997,,,,,,,,,,,,,,30152,,5,,,,,
7/1/1997,,,,,,,,,,,,,,30232,,4.9,,,,,
8/1/1997,,,,,,,,,,,,,,30353,,4.8,,,,,
9/1/1997,,,,,,,,,,,,,,30399,,4.9,,,,,
10/1/1997,,,,,,,,,,,,,,30517,,4.7,,,,,
11/1/1997,,,,,,,,,,,,,,30685,,4.6,,,,,
12/1/1997,,,,,,,,,,,,,,30834,,4.7,,,,,
1/1/1998,0.456,15249,25335,36650,47802,61128,75987,94167,117902,159246,207820,10.44,4.65,31078,76.5804878,4.6,0.15304673,0.13022388,,,
2/1/1998,,,,,,,,,,,,,,31251,,4.6,,,,,
3/1/1998,,,,,,,,,,,,,,31404,,4.7,,,,,
4/1/1998,,,,,,,,,,,,,,31473,,4.3,,,,,
5/1/1998,,,,,,,,,,,,,,31571,,4.4,,,,,
6/1/1998,,,,,,,,,,,,,,31718,,4.5,,,,,
7/1/1998,,,,,,,,,,,,,,31741,,4.5,,,,,
8/1/1998,,,,,,,,,,,,,,31809,,4.5,,,,,
9/1/1998,,,,,,,,,,,,,,31869,,4.6,,,,,
10/1/1998,,,,,,,,,,,,,,31883,,4.5,,,,,
11/1/1998,,,,,,,,,,,,,,31985,,4.4,,,,,
12/1/1998,,,,,,,,,,,,,,32017,,4.4,,,,,
1/1/1999,0.458,15925,26377,37496,49133,62641,77553,96320,121958,165897,218573,10.42,4.62,32111,76.58292683,4.3,0.14584072,0.12399216,,,
2/1/1999,,,,,,,,,,,,,,32195,,4.4,,,,,
3/1/1999,,,,,,,,,,,,,,32201,,4.2,,,,,
4/1/1999,,,,,,,,,,,,,,32109,,4.3,,,,,
5/1/1999,,,,,,,,,,,,,,32138,,4.2,,,,,
6/1/1999,,,,,,,,,,,,,,32214,,4.3,,,,,
7/1/1999,,,,,,,,,,,,,,32216,,4.3,,,,,
8/1/1999,,,,,,,,,,,,,,32325,,4.2,,,,,
9/1/1999,,,,,,,,,,,,,,32270,,4.2,,,,,
10/1/1999,,,,,,,,,,,,,,32442,,4.1,,,,,
11/1/1999,,,,,,,,,,,,,,32646,,4.1,,,,,
12/1/1999,,,,,,,,,,,,,,32882,,4,,,,,
1/1/2000,0.462,15754,26678,37443,49128,62512,77673,96767,121728,166738,216193,10.58,4.56,33112,76.63658537,4,0.14130571,0.12387279,,,
2/1/2000,,,,,,,,,,,,,,33212,,4.1,,,,,
3/1/2000,,,,,,,,,,,,,,33270,,4,,,,,
4/1/2000,,,,,,,,,,,,,,33396,,3.8,,,,,
5/1/2000,,,,,,,,,,,,,,33498,,4,,,,,
6/1/2000,,,,,,,,,,,,,,33551,,4,,,,,
7/1/2000,,,,,,,,,,,,,,33687,,4,,,,,
8/1/2000,,,,,,,,,,,,,,33839,,4.1,,,,,
9/1/2000,,,,,,,,,,,,,,33811,,3.9,,,,,
10/1/2000,,,,,,,,,,,,,,33828,,3.9,,,,,
11/1/2000,,,,,,,,,,,,,,33786,,3.9,,,,,
12/1/2000,,,,,,,,,,,,,,33816,,3.9,,,,,
1/1/2001,0.466,15468,26012,36524,48223,61126,76719,95587,120868,164479,217850,10.63,4.65,33990,76.83658537,4.2,0.14568799,0.13230587,,,
2/1/2001,,,,,,,,,,,,,,34024,,4.2,,,,,
3/1/2001,,,,,,,,,,,,,,34100,,4.3,,,,,
4/1/2001,,,,,,,,,,,,,,33980,,4.4,,,,,
5/1/2001,,,,,,,,,,,,,,33873,,4.3,,,,,
6/1/2001,,,,,,,,,,,,,,33845,,4.5,,,,,
7/1/2001,,,,,,,,,,,,,,34314,,4.6,,,,,
8/1/2001,,,,,,,,,,,,,,34872,,4.9,,,,,
9/1/2001,,,,,,,,,,,,,,34586,,5,,,,,
10/1/2001,,,,,,,,,,,,,,34019,,5.3,,,,,
11/1/2001,,,,,,,,,,,,,,34068,,5.5,,,,,
12/1/2001,,,,,,,,,,,,,,34113,,5.7,,,,,
1/1/2002,0.462,15134,25531,35823,47564,60435,75759,94809,119728,162616,213761,10.75,4.69,34764,76.93658537,5.7,0.14623827,0.13569205,,,
2/1/2002,,,,,,,,,,,,,,34769,,5.7,,,,,
3/1/2002,,,,,,,,,,,,,,34743,,5.7,,,,,
4/1/2002,,,,,,,,,,,,,,34841,,5.9,,,,,
5/1/2002,,,,,,,,,,,,,,34930,,5.8,,,,,
6/1/2002,,,,,,,,,,,,,,34978,,5.8,,,,,
7/1/2002,,,,,,,,,,,,,,34837,,5.8,,,,,
8/1/2002,,,,,,,,,,,,,,34786,,5.7,,,,,
9/1/2002,,,,,,,,,,,,,,34770,,5.7,,,,,
10/1/2002,,,,,,,,,,,,,,34837,,5.7,,,,,
11/1/2002,,,,,,,,,,,,,,34914,,5.9,,,,,
12/1/2002,,,,,,,,,,,,,,35006,,6,,,,,
1/1/2003,0.464,14681,25059,35437,47376,60360,75875,95100,121042,164701,214753,11.22,4.83,34983,77.03658537,5.8,0.14804118,0.13795652,,,
2/1/2003,,,,,,,,,,,,,,34869,,5.9,,,,,
3/1/2003,,,,,,,,,,,,,,34933,,5.9,,,,,
4/1/2003,,,,,,,,,,,,,,35090,,6,,,,,
5/1/2003,,,,,,,,,,,,,,35331,,6.1,,,,,
6/1/2003,,,,,,,,,,,,,,35406,,6.3,,,,,
7/1/2003,,,,,,,,,,,,,,35802,,6.2,,,,,
8/1/2003,,,,,,,,,,,,,,36006,,6.1,,,,,
9/1/2003,,,,,,,,,,,,,,35542,,6.1,,,,,
10/1/2003,,,,,,,,,,,,,,35650,,6,,,,,
11/1/2003,,,,,,,,,,,,,,35849,,5.8,,,,,
12/1/2003,,,,,,,,,,,,,,35875,,5.7,,,,,
1/1/2004,0.466,14797,25081,35276,47046,60150,74934,94023,119397,163986,213217,11.08,4.76,35819,77.48780488,5.7,0.14581147,0.13703149,,,
2/1/2004,,,,,,,,,,,,,,35859,,5.6,,,,,
3/1/2004,,,,,,,,,,,,,,35981,,5.8,,,,,
4/1/2004,,,,,,,,,,,,,,36105,,5.6,,,,,
5/1/2004,,,,,,,,,,,,,,36274,,5.6,,,,,
6/1/2004,,,,,,,,,,,,,,36276,,5.6,,,,,
7/1/2004,,,,,,,,,,,,,,36320,,5.5,,,,,
8/1/2004,,,,,,,,,,,,,,36394,,5.4,,,,,
9/1/2004,,,,,,,,,,,,,,36381,,5.4,,,,,
10/1/2004,,,,,,,,,,,,,,36374,,5.5,,,,,
11/1/2004,,,,,,,,,,,,,,36252,,5.4,,,,,
12/1/2004,,,,,,,,,,,,,,37570,,5.4,,,,,
1/1/2005,0.469,14813,25167,35590,47243,60794,75667,94486,120345,165468,217842,11.17,4.78,36196,77.48780488,5.3,0.14551716,0.13669916,,,
2/1/2005,,,,,,,,,,,,,,36188,,5.4,,,,,
3/1/2005,,,,,,,,,,,,,,36293,,5.2,,,,,
4/1/2005,,,,,,,,,,,,,,36382,,5.2,,,,,
5/1/2005,,,,,,,,,,,,,,36521,,5.1,,,,,
6/1/2005,,,,,,,,,,,,,,36571,,5,,,,,
7/1/2005,,,,,,,,,,,,,,36549,,5,,,,,
8/1/2005,,,,,,,,,,,,,,36563,,4.9,,,,,
9/1/2005,,,,,,,,,,,,,,36406,,5,,,,,
10/1/2005,,,,,,,,,,,,,,36642,,5,,,,,
11/1/2005,,,,,,,,,,,,,,36918,,5,,,,,
12/1/2005,,,,,,,,,,,,,,37084,,4.9,,,,,
1/1/2006,0.47,15253,25467,36758,48015,61268,76266,95499,123337,169056,221187,11.08,4.84,37432,77.68780488,4.7,0.14554203,0.1379245,,,
2/1/2006,,,,,,,,,,,,,,37537,,4.8,,,,,
3/1/2006,,,,,,,,,,,,,,37579,,4.7,,,,,
4/1/2006,,,,,,,,,,,,,,37533,,4.7,,,,,
5/1/2006,,,,,,,,,,,,,,37488,,4.6,,,,,
6/1/2006,,,,,,,,,,,,,,37548,,4.6,,,,,
7/1/2006,,,,,,,,,,,,,,37485,,4.7,,,,,
8/1/2006,,,,,,,,,,,,,,37440,,4.7,,,,,
9/1/2006,,,,,,,,,,,,,,37644,,4.5,,,,,
10/1/2006,,,,,,,,,,,,,,37804,,4.4,,,,,
11/1/2006,,,,,,,,,,,,,,37921,,4.5,,,,,
12/1/2006,,,,,,,,,,,,,,38038,,4.4,,,,,
1/1/2007,0.463,15033,25081,36587,48329,62090,76635,96450,123605,168102,218780,11.18,4.93,38046,77.98780488,4.6,0.14752117,0.14432322,,,
2/1/2007,,,,,,,,,,,,,,38164,,4.5,,,,,
3/1/2007,,,,,,,,,,,,,,38268,,4.4,,,,,
4/1/2007,,,,,,,,,,,,,,38237,,4.5,,,,,
5/1/2007,,,,,,,,,,,,,,38184,,4.4,,,,,
6/1/2007,,,,,,,,,,,,,,38093,,4.6,,,,,
7/1/2007,,,,,,,,,,,,,,38093,,4.7,,,,,
8/1/2007,,,,,,,,,,,,,,38086,,4.6,,,,,
9/1/2007,,,,,,,,,,,,,,38143,,4.7,,,,,
10/1/2007,,,,,,,,,,,,,,38050,,4.7,,,,,
11/1/2007,,,,,,,,,,,,,,37975,,4.7,,,,,
12/1/2007,,,,,,,,,,,,,,38084,,5,,,,,
1/1/2008,0.466,14476,24654,35301,46423,59877,74663,93929,119318,164622,214259,11.37,4.84,38095,78.03902439,5,0.14646597,0.14774021,,,
2/1/2008,,,,,,,,,,,,,,38061,,4.9,,,,,
3/1/2008,,,,,,,,,,,,,,38019,,5.1,,,,,
4/1/2008,,,,,,,,,,,,,,37839,,5,,,,,
5/1/2008,,,,,,,,,,,,,,39623,,5.4,,,,,
6/1/2008,,,,,,,,,,,,,,38544,,5.6,,,,,
7/1/2008,,,,,,,,,,,,,,37906,,5.8,,,,,
8/1/2008,,,,,,,,,,,,,,37658,,6.1,,,,,
9/1/2008,,,,,,,,,,,,,,37731,,6.1,,,,,
10/1/2008,,,,,,,,,,,,,,37906,,6.5,,,,,
11/1/2008,,,,,,,,,,,,,,38165,,6.8,,,,,
12/1/2008,,,,,,,,,,,,,,37948,,7.3,,,,,
1/1/2009,0.468,14477,24431,34827,46047,59458,73820,92706,119448,164399,215008,11.36,4.89,38056,78.3902439,7.8,0.14608391,0.15111772,,,
2/1/2009,,,,,,,,,,,,,,37639,,8.3,,,,,
3/1/2009,,,,,,,,,,,,,,37603,,8.7,,,,,
4/1/2009,,,,,,,,,,,,,,37915,,9,,,,,
5/1/2009,,,,,,,,,,,,,,38515,,9.4,,,,,
6/1/2009,,,,,,,,,,,,,,37851,,9.5,,,,,
7/1/2009,,,,,,,,,,,,,,37647,,9.5,,,,,
8/1/2009,,,,,,,,,,,,,,37521,,9.6,,,,,
9/1/2009,,,,,,,,,,,,,,37560,,9.8,,,,,
10/1/2009,,,,,,,,,,,,,,37369,,10,,,,,
11/1/2009,,,,,,,,,,,,,,37445,,9.9,,,,,
12/1/2009,,,,,,,,,,,,,,37625,,9.9,,,,,
1/1/2010,0.47,13938,23502,33408,44654,57904,72268,91657,117543,163076,212087,11.7,5,37603,78.54146341,9.8,0.1525781,0.15906357,,,
2/1/2010,,,,,,,,,,,,,,37572,,9.8,,,,,
3/1/2010,,,,,,,,,,,,,,37671,,9.9,,,,,
4/1/2010,,,,,,,,,,,,,,37962,,9.9,,,,,
5/1/2010,,,,,,,,,,,,,,38246,,9.6,,,,,
6/1/2010,,,,,,,,,,,,,,38290,,9.4,,,,,
7/1/2010,,,,,,,,,,,,,,38328,,9.4,,,,,
8/1/2010,,,,,,,,,,,,,,38413,,9.5,,,,,
9/1/2010,,,,,,,,,,,,,,38348,,9.5,,,,,
10/1/2010,,,,,,,,,,,,,,38378,,9.4,,,,,
11/1/2010,,,,,,,,,,,,,,38439,,9.8,,,,,
12/1/2010,,,,,,,,,,,,,,38688,,9.3,,,,,
1/1/2011,0.477,13670,23082,33345,43881,57021,71124,89995,115720,163599,211888,11.97,5.01,38827,78.64146341,9.1,0.154113,0.16071245,,,
2/1/2011,,,,,,,,,,,,,,38903,,9,,,,,
3/1/2011,,,,,,,,,,,,,,38765,,9,,,,,
4/1/2011,,,,,,,,,,,,,,38672,,9.1,,,,,
5/1/2011,,,,,,,,,,,,,,38611,,9,,,,,
6/1/2011,,,,,,,,,,,,,,38768,,9.1,,,,,
7/1/2011,,,,,,,,,,,,,,38855,,9,,,,,
8/1/2011,,,,,,,,,,,,,,38786,,9,,,,,
9/1/2011,,,,,,,,,,,,,,38689,,9,,,,,
10/1/2011,,,,,,,,,,,,,,38734,,8.8,,,,,
11/1/2011,,,,,,,,,,,,,,38704,,8.6,,,,,
12/1/2011,,,,,,,,,,,,,,39032,,8.5,,,,,
1/1/2012,0.477,13650,22979,33244,44359,56912,72045,89928,116125,162871,213245,11.93,5.05,39302,78.74146341,8.3,0.15990949,0.15990949,,,
2/1/2012,,,,,,,,,,,,,,39520,,8.3,,,,,
3/1/2012,,,,,,,,,,,,,,39639,,8.2,,,,,
4/1/2012,,,,,,,,,,,,,,39771,,8.2,,,,,
5/1/2012,,,,,,,,,,,,,,39782,,8.2,,,,,
6/1/2012,,,,,,,,,,,,,,39794,,8.2,,,,,
7/1/2012,,,,,,,,,,,,,,39487,,8.2,,,,,
8/1/2012,,,,,,,,,,,,,,39309,,8.1,,,,,
9/1/2012,,,,,,,,,,,,,,39472,,7.8,,,,,
10/1/2012,,,,,,,,,,,,,,39745,,7.8,,,,,
11/1/2012,,,,,,,,,,,,,,40282,,7.7,,,,,
12/1/2012,,,,,,,,,,,,,,41286,,7.9,,,,,
1/1/2013,0.476,13632,22975,33043,44176,57095,72003,90142,116424,164891,215457,12.1,5.07,38891,78.74146341,8,0.16055311,0.15539456,,,
2/1/2013,,,,,,,,,,,,,,38679,,7.7,,,,,
3/1/2013,,,,,,,,,,,,,,38720,,7.5,,,,,
4/1/2013,,,,,,,,,,,,,,38853,,7.6,,,,,
5/1/2013,,,,,,,,,,,,,,39054,,7.5,,,,,
6/1/2013,,,,,,,,,,,,,,39071,,7.5,,,,,
7/1/2013,,,,,,,,,,,,,,39004,,7.3,,,,,
8/1/2013,,,,,,,,,,,,,,39063,,7.2,,,,,
9/1/2013,,,,,,,,,,,,,,39194,,7.2,,,,,
10/1/2013,,,,,,,,,,,,,,39064,,7.2,,,,,
11/1/2013,,,,,,,,,,,,,,39165,,6.9,,,,,
12/1/2013,,,,,,,,,,,,,,39265,,6.7,,,,,
1/1/2014,0.48,13270,23167,33202,44521,58001,73735,93530,121351,170229,223293,12.83,5.24,39432,78.84146341,6.6,0.15935545,0.1525474,,,
2/1/2014,,,,,,,,,,,,,,39655,,6.7,,,,,
3/1/2014,,,,,,,,,,,,,,39851,,6.7,,,,,
4/1/2014,,,,,,,,,,,,,,39979,,6.2,,,,,
5/1/2014,,,,,,,,,,,,,,40108,,6.3,,,,,
6/1/2014,,,,,,,,,,,,,,40269,,6.1,,,,,
7/1/2014,,,,,,,,,,,,,,40367,,6.2,,,,,
8/1/2014,,,,,,,,,,,,,,40528,,6.1,,,,,
9/1/2014,,,,,,,,,,,,,,40624,,5.9,,,,,
10/1/2014,,,,,,,,,,,,,,40769,,5.7,,,,,
11/1/2014,,,,,,,,,,,,,,40941,,5.8,,,,,
12/1/2014,,,,,,,,,,,,,,41171,,5.6,,,,,
1/1/2015,0.479,14308,24604,34808,46953,60987,77697,97859,126258,175009,231427,12.23,5.13,41456,78.6902439,5.7,0.14764011,0.14328225,,,
2/1/2015,,,,,,,,,,,,,,41596,,5.5,,,,,
3/1/2015,,,,,,,,,,,,,,41457,,5.4,,,,,
4/1/2015,,,,,,,,,,,,,,41517,,5.4,,,,,
5/1/2015,,,,,,,,,,,,,,41565,,5.6,,,,,
6/1/2015,,,,,,,,,,,,,,41581,,5.3,,,,,
7/1/2015,,,,,,,,,,,,,,41678,,5.2,,,,,
8/1/2015,,,,,,,,,,,,,,41759,,5.1,,,,,
