Date,Gini index of income inequality,10th percentile limit,20th percentile limit,30th percentile limit,40th percentile limit,50th (median),60th percentile limit,70th percentile limit,80th percentile limit,90th percentile limit,95th percentile limit,90th/10th,80th/20th,Per capita GDP,Life expectancy,unemployment rate %,Anchored SPM Poverty Rate (2012) with Taxes and Transfers,Historical SPM Poverty Rate with taxes and transfers,abs_mob_pos_par_p10,abs_mob_pos_par_p50,abs_mob_pos_par_p90
9/1/2015,,,,,,,,,,,,,,41845,,5,,,,,
10/1/2015,,,,,,,,,,,,,,41889,,5,,,,,
11/1/2015,,,,,,,,,,,,,,41847,,5.1,,,,,
12/1/2015,,,,,,,,,,,,,,42018,,5,,,,,
1/1/2016,0.481,14497,25571,36982,48581,62898,79763,100304,128928,181683,239975,12.53,5.04,42149,78.53902439,4.8,0.14245513,0.13943769,,,
2/1/2016,,,,,,,,,,,,,,42177,,4.9,,,,,
3/1/2016,,,,,,,,,,,,,,42189,,5,,,,,
4/1/2016,,,,,,,,,,,,,,42107,,5.1,,,,,
5/1/2016,,,,,,,,,,,,,,42064,,4.8,,,,,
6/1/2016,,,,,,,,,,,,,,42058,,4.9,,,,,
7/1/2016,,,,,,,,,,,,,,42163,,4.8,,,,,
8/1/2016,,,,,,,,,,,,,,42166,,4.9,,,,,
9/1/2016,,,,,,,,,,,,,,42263,,5,,,,,
10/1/2016,,,,,,,,,,,,,,42326,,4.9,,,,,
11/1/2016,,,,,,,,,,,,,,42388,,4.7,,,,,
12/1/2016,,,,,,,,,,,,,,42440,,4.7,,,,,
1/1/2017,0.482,14830,25696,36517,49133,64007,80882,102018,132302,186766,247211,12.59,5.15,42622,78.53902439,4.7,0.1387956,0.13907263,,,
2/1/2017,,,,,,,,,,,,,,42759,,4.6,,,,,
3/1/2017,,,,,,,,,,,,,,42947,,4.4,,,,,
4/1/2017,,,,,,,,,,,,,,43004,,4.5,,,,,
5/1/2017,,,,,,,,,,,,,,43268,,4.4,,,,,
6/1/2017,,,,,,,,,,,,,,43257,,4.3,,,,,
7/1/2017,,,,,,,,,,,,,,43355,,4.3,,,,,
8/1/2017,,,,,,,,,,,,,,43391,,4.4,,,,,
9/1/2017,,,,,,,,,,,,,,43452,,4.2,,,,,
10/1/2017,,,,,,,,,,,,,,43545,,4.1,,,,,
11/1/2017,,,,,,,,,,,,,,43571,,4.2,,,,,
12/1/2017,,,,,,,,,,,,,,43628,,4.1,,,,,
1/1/2018,0.486,14894,26064,37672,50906,64324,80983,101977,132355,187631,253234,12.6,5.08,43967,78.63902439,4,,,,,
2/1/2018,,,,,,,,,,,,,,44065,,4.1,,,,,
3/1/2018,,,,,,,,,,,,,,44229,,4,,,,,
4/1/2018,,,,,,,,,,,,,,44314,,4,,,,,
5/1/2018,,,,,,,,,,,,,,44421,,3.8,,,,,
6/1/2018,,,,,,,,,,,,,,44538,,4,,,,,
7/1/2018,,,,,,,,,,,,,,44678,,3.8,,,,,
8/1/2018,,,,,,,,,,,,,,44777,,3.8,,,,,
9/1/2018,,,,,,,,,,,,,,44720,,3.7,,,,,
10/1/2018,,,,,,,,,,,,,,44799,,3.8,,,,,
11/1/2018,,,,,,,,,,,,,,44837,,3.8,,,,,
12/1/2018,,,,,,,,,,,,,,45274,,3.9,,,,,
1/1/2019,0.484,16026,28084,40401,53503,68703,86488,109711,142501,201150,270002,12.55,5.07,45271,78.78780488,4,,,,,
2/1/2019,,,,,,,,,,,,,,45328,,3.8,,,,,
3/1/2019,,,,,,,,,,,,,,45288,,3.8,,,,,
4/1/2019,,,,,,,,,,,,,,45155,,3.7,,,,,
5/1/2019,,,,,,,,,,,,,,45114,,3.7,,,,,
6/1/2019,,,,,,,,,,,,,,45148,,3.6,,,,,
7/1/2019,,,,,,,,,,,,,,45168,,3.6,,,,,
8/1/2019,,,,,,,,,,,,,,45364,,3.7,,,,,
9/1/2019,,,,,,,,,,,,,,45405,,3.5,,,,,
10/1/2019,,,,,,,,,,,,,,45391,,3.6,,,,,
11/1/2019,,,,,,,,,,,,,,45558,,3.6,,,,,
12/1/2019,,,,,,,,,,,,,,45428,,3.6,,,,,
1/1/2020,,,,,,,,,,,,,,45747,,3.5,,,,,
2/1/2020,,,,,,,,,,,,,,46013,,3.5,,,,,
3/1/2020,,,,,,,,,,,,,,45351,,4.4,,,,,
4/1/2020,,,,,,,,,,,,,,52423,,14.8,,,,,
5/1/2020,,,,,,,,,,,,,,49875,,13.3,,,,,
6/1/2020,,,,,,,,,,,,,,48933,,11.1,,,,,
7/1/2020,,,,,,,,,,,,,,49072,,10.2,,,,,
8/1/2020,,,,,,,,,,,,,,47329,,8.4,,,,,
9/1/2020,,,,,,,,,,,,,,47544,,7.8,,,,,
10/1/2020,,,,,,,,,,,,,,47315,,6.9,,,,,
11/1/2020,,,,,,,,,,,,,,46744,,6.7,,,,,
12/1/2020,,,,,,,,,,,,,,46875,,6.7,,,,,
1/1/2021,,,,,,,,,,,,,,52109,,6.3,,,,,
2/1/2021,,,,,,,,,,,,,,47905,,6.2,,,,,
3/1/2021,,,,,,,,,,,,,,58778,,6,,,,,
4/1/2021,,,,,,,,,,,,,,49894,,6.1,,,,,
5/1/2021,,,,,,,,,,,,,,,,5.8,,,,,
